locus_tag	ftype	length_bp	gene	EC_number	COG	product
KOCEJNFM_00027	CDS	1254	argK	3.6.5.-	COG1703	GTPase ArgK
KOCEJNFM_00028	CDS	891				hypothetical protein
KOCEJNFM_00029	CDS	258				hypothetical protein
KOCEJNFM_00030	CDS	195				hypothetical protein
KOCEJNFM_00031	CDS	606	tolQ_1		COG0811	Protein TolQ
KOCEJNFM_00032	CDS	405	exbD_1		COG0848	Biopolymer transport protein ExbD
KOCEJNFM_00033	CDS	831				hypothetical protein
KOCEJNFM_00034	CDS	411				hypothetical protein
KOCEJNFM_00035	CDS	1296	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
KOCEJNFM_00036	CDS	1173	fsr_1			Fosmidomycin resistance protein
KOCEJNFM_00037	CDS	351				hypothetical protein
KOCEJNFM_00038	CDS	273	higA2			Putative antitoxin HigA2
KOCEJNFM_00039	CDS	1284	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
KOCEJNFM_00040	CDS	345	sdpR		COG0640	Transcriptional repressor SdpR
KOCEJNFM_00041	CDS	1503	dinB_1	2.7.7.7	COG0389	DNA polymerase IV
KOCEJNFM_00042	CDS	285				hypothetical protein
KOCEJNFM_00043	CDS	1464	katA	1.11.1.6	COG0753	Catalase
KOCEJNFM_00044	CDS	882				hypothetical protein
KOCEJNFM_00045	CDS	993	hel		COG2503	Lipoprotein E
KOCEJNFM_00046	tRNA	77				tRNA-Arg(cct)
KOCEJNFM_00047	CDS	2220				hypothetical protein
KOCEJNFM_00048	CDS	2178	mcrB	3.1.21.-	COG1401	5-methylcytosine-specific restriction enzyme B
KOCEJNFM_00049	CDS	1044	mcrC		COG4268	Protein McrC
KOCEJNFM_00050	CDS	831				hypothetical protein
KOCEJNFM_00051	CDS	816				hypothetical protein
KOCEJNFM_00052	CDS	429				hypothetical protein
KOCEJNFM_00053	CDS	594				hypothetical protein
KOCEJNFM_00054	CDS	507	yfbM			Protein YfbM
KOCEJNFM_00055	CDS	288				putative protein
KOCEJNFM_00056	CDS	567	ywrO	1.6.99.-	COG2249	General stress protein 14
KOCEJNFM_00057	CDS	498	hmpT		COG4720	Thiamine precursor transporter HmpT
KOCEJNFM_00058	CDS	102				hypothetical protein
KOCEJNFM_00059	CDS	378				hypothetical protein
KOCEJNFM_00060	CDS	360			COG0789	putative HTH-type transcriptional regulator
KOCEJNFM_00061	CDS	186				hypothetical protein
KOCEJNFM_00062	CDS	399				hypothetical protein
KOCEJNFM_00063	CDS	345				hypothetical protein
KOCEJNFM_00064	CDS	393				hypothetical protein
KOCEJNFM_00065	CDS	513	ypjQ		COG1267	putative protein YpjQ
KOCEJNFM_00066	CDS	540				hypothetical protein
KOCEJNFM_00067	CDS	630	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
KOCEJNFM_00068	CDS	1644				hypothetical protein
KOCEJNFM_00069	CDS	1188	patB_1	4.4.1.8	COG1168	Cystathionine beta-lyase PatB
KOCEJNFM_00070	CDS	1353	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
KOCEJNFM_00071	CDS	276				hypothetical protein
KOCEJNFM_00072	CDS	678				hypothetical protein
KOCEJNFM_00073	CDS	999	eutD		COG0280	Ethanolamine utilization protein EutD
KOCEJNFM_00074	CDS	660	scdA		COG2846	Iron-sulfur cluster repair protein ScdA
KOCEJNFM_00075	CDS	804				hypothetical protein
KOCEJNFM_00076	CDS	543	bsaA			Glutathione peroxidase BsaA
KOCEJNFM_00077	CDS	795	ygiD	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
KOCEJNFM_00078	CDS	357	yybR		COG1733	putative HTH-type transcriptional regulator YybR
KOCEJNFM_00079	CDS	702				hypothetical protein
KOCEJNFM_00080	CDS	1236				hypothetical protein
KOCEJNFM_00081	CDS	1314				hypothetical protein
KOCEJNFM_00082	CDS	1416	cusS	2.7.13.3	COG0642	Sensor kinase CusS
KOCEJNFM_00083	CDS	675	copR			Transcriptional activator protein CopR
KOCEJNFM_00084	CDS	1719	sdhA_1	1.3.5.-	COG1053	8-methylmenaquinol:fumarate reductase flavoprotein subunit
KOCEJNFM_00085	CDS	963	sdhB_1	1.3.5.-	COG0479	8-methylmenaquinol:fumarate reductase iron-sulfur subunit
KOCEJNFM_00086	CDS	876	sdhE	1.3.5.-	COG2048	8-methylmenaquinol:fumarate reductase membrane anchor subunit
KOCEJNFM_00087	CDS	747				hypothetical protein
KOCEJNFM_00088	CDS	207				hypothetical protein
KOCEJNFM_00089	CDS	222				hypothetical protein
KOCEJNFM_00090	CDS	612	exbB_1		COG0811	Biopolymer transport protein ExbB
KOCEJNFM_00091	CDS	405	exbD_2		COG0848	Biopolymer transport protein ExbD
KOCEJNFM_00092	CDS	804				hypothetical protein
KOCEJNFM_00093	CDS	2064	cirA_1		COG4771	Colicin I receptor
KOCEJNFM_00094	CDS	912	isdE_1		COG0614	High-affinity heme uptake system protein IsdE
KOCEJNFM_00095	CDS	1002	hmuU_1		COG0609	Hemin transport system permease protein HmuU
KOCEJNFM_00096	CDS	789	yusV_1		COG1120	putative siderophore transport system ATP-binding protein YusV
KOCEJNFM_00097	CDS	588	dedA		COG0586	Protein DedA
KOCEJNFM_00098	CDS	1632	arnT_1	2.4.2.43	COG1807	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
KOCEJNFM_00099	CDS	954	ssuA		COG0715	Putative aliphatic sulfonates-binding protein
KOCEJNFM_00100	CDS	753	ssuC		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
KOCEJNFM_00101	CDS	774	cmpC	3.6.3.-	COG0715	Bicarbonate transport ATP-binding protein CmpC
KOCEJNFM_00102	CDS	798				hypothetical protein
KOCEJNFM_00103	CDS	1077	yhaH_1		COG3152	Inner membrane protein YhaH
KOCEJNFM_00104	CDS	2163	rnjA	3.1.-.-	COG0595	Ribonuclease J1
KOCEJNFM_00105	CDS	957				hypothetical protein
KOCEJNFM_00106	CDS	2028	gdpP	3.1.4.-	COG3887	Cyclic-di-AMP phosphodiesterase GdpP
KOCEJNFM_00107	CDS	447	rplI			50S ribosomal protein L9
KOCEJNFM_00108	CDS	1359	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
KOCEJNFM_00109	CDS	759				hypothetical protein
KOCEJNFM_00110	CDS	1284	dinB_2	2.7.7.7	COG0389	DNA polymerase IV
KOCEJNFM_00111	CDS	327				hypothetical protein
KOCEJNFM_00112	CDS	1533	opuCC			Carnitine transport binding protein OpuCC
KOCEJNFM_00113	CDS	2130	ziaA	3.6.3.5		Zinc-transporting ATPase
KOCEJNFM_00114	CDS	954				hypothetical protein
KOCEJNFM_00115	tRNA	89				tRNA-Ser(tga)
KOCEJNFM_00116	CDS	1227	garP			putative galactarate transporter
KOCEJNFM_00117	CDS	549				hypothetical protein
KOCEJNFM_00118	CDS	993				hypothetical protein
KOCEJNFM_00119	CDS	3558	addB	3.1.-.-	COG3857	ATP-dependent helicase/deoxyribonuclease subunit B
KOCEJNFM_00120	CDS	3867	addA	3.1.-.-	COG1074	ATP-dependent helicase/nuclease subunit A
KOCEJNFM_00121	CDS	942		2.7.1.-	COG1597	Putative lipid kinase
KOCEJNFM_00122	CDS	708	rspR		COG1802	HTH-type transcriptional repressor RspR
KOCEJNFM_00123	CDS	384				hypothetical protein
KOCEJNFM_00124	CDS	381	crcB		COG0239	Putative fluoride ion transporter CrcB
KOCEJNFM_00125	CDS	981	cinA_1		COG1058	CinA-like protein
KOCEJNFM_00126	CDS	2499	ehaG_1		COG5295	Autotransporter adhesin EhaG
KOCEJNFM_00127	CDS	231				hypothetical protein
KOCEJNFM_00128	CDS	834				hypothetical protein
KOCEJNFM_00129	CDS	774				hypothetical protein
KOCEJNFM_00130	CDS	522	mutX	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
KOCEJNFM_00131	CDS	1098	mutY	3.2.2.-		Adenine DNA glycosylase
KOCEJNFM_00132	CDS	1182	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
KOCEJNFM_00133	CDS	1356	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
KOCEJNFM_00134	CDS	2079				hypothetical protein
KOCEJNFM_00135	CDS	846				hypothetical protein
KOCEJNFM_00136	CDS	1386	ancA_1			Cellulosome-anchoring protein
KOCEJNFM_00137	CDS	1749	ancA_2			Cellulosome-anchoring protein
KOCEJNFM_00138	CDS	738	lutA		COG0247	Lactate utilization protein A
KOCEJNFM_00139	CDS	1446	lutB		COG1139	Lactate utilization protein B
KOCEJNFM_00140	CDS	729	lutC		COG1556	Lactate utilization protein C
KOCEJNFM_00141	CDS	1392	tcyP		COG1823	L-cystine uptake protein TcyP
KOCEJNFM_00142	CDS	1554	sir	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
KOCEJNFM_00143	CDS	816	fbiB_2	6.3.2.31	COG0778	Coenzyme F420:L-glutamate ligase
KOCEJNFM_00144	CDS	819	metQ_1		COG1464	D-methionine-binding lipoprotein MetQ
KOCEJNFM_00145	CDS	1167	yqhD	1.1.1.-	COG1979	Alcohol dehydrogenase YqhD
KOCEJNFM_00146	CDS	666	ygaZ		COG1296	Inner membrane protein YgaZ
KOCEJNFM_00147	CDS	339				hypothetical protein
KOCEJNFM_00148	CDS	852		1.-.-.-	COG0656	putative oxidoreductase/MSMEI_2347
KOCEJNFM_00149	CDS	1116	mdtA			Multidrug resistance protein MdtA
KOCEJNFM_00150	CDS	894				hypothetical protein
KOCEJNFM_00151	CDS	1194				hypothetical protein
KOCEJNFM_00152	CDS	867	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
KOCEJNFM_00153	CDS	4581	gltB	1.4.7.1		Ferredoxin-dependent glutamate synthase 1
KOCEJNFM_00154	CDS	2688	dnaX_1	2.7.7.7	COG2812	DNA polymerase III subunit gamma/tau
KOCEJNFM_00155	CDS	330			COG0718	Nucleoid-associated protein
KOCEJNFM_00156	CDS	597	recR		COG0353	Recombination protein RecR
KOCEJNFM_00157	CDS	252				hypothetical protein
KOCEJNFM_00158	CDS	2589	pcrA_1	3.6.4.12		ATP-dependent DNA helicase PcrA
KOCEJNFM_00159	CDS	1119	rluD_2	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
KOCEJNFM_00160	CDS	1125	fieF_1		COG0053	Ferrous-iron efflux pump FieF
KOCEJNFM_00161	CDS	891				hypothetical protein
KOCEJNFM_00162	CDS	573				hypothetical protein
KOCEJNFM_00163	CDS	1443	cycA		COG1113	D-serine/D-alanine/glycine transporter
KOCEJNFM_00164	CDS	408				hypothetical protein
KOCEJNFM_00165	CDS	390	hosA			Transcriptional regulator HosA
KOCEJNFM_00166	CDS	513				hypothetical protein
KOCEJNFM_00167	CDS	771				hypothetical protein
KOCEJNFM_00168	CDS	1308				hypothetical protein
KOCEJNFM_00169	CDS	1368	adeQ_1		COG2252	Adenine permease AdeQ
KOCEJNFM_00170	CDS	420	cymR_1			HTH-type transcriptional regulator CymR
KOCEJNFM_00171	CDS	1245	ymfD			Bacillibactin exporter
KOCEJNFM_00172	CDS	795	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
KOCEJNFM_00173	CDS	303				hypothetical protein
KOCEJNFM_00174	CDS	606				hypothetical protein
KOCEJNFM_00175	CDS	1236	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
KOCEJNFM_00176	CDS	1140	pheA		COG0077	P-protein
KOCEJNFM_00177	CDS	1095	aroC	4.2.3.5	COG0082	Chorismate synthase
KOCEJNFM_00178	CDS	1269	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
KOCEJNFM_00179	CDS	1053	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
KOCEJNFM_00180	CDS	1014	aroF	2.5.1.54	COG2876	Phospho-2-dehydro-3-deoxyheptonate aldolase
KOCEJNFM_00181	CDS	90				hypothetical protein
KOCEJNFM_00182	CDS	417		2.3.1.-		Acetyltransferase
KOCEJNFM_00183	CDS	459				hypothetical protein
KOCEJNFM_00184	CDS	1029	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
KOCEJNFM_00185	CDS	2283	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
KOCEJNFM_00186	CDS	1560				hypothetical protein
KOCEJNFM_00187	CDS	1173	dhaT	1.1.1.202	COG1454	1,3-propanediol dehydrogenase
KOCEJNFM_00188	CDS	1320	gltT			Proton/sodium-glutamate symport protein
KOCEJNFM_00189	CDS	1038	cobT_1	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
KOCEJNFM_00190	CDS	1314				hypothetical protein
KOCEJNFM_00191	CDS	834			COG1464	Membrane lipoprotein TpN32
KOCEJNFM_00192	CDS	4257	hadI	3.-.-.-	COG1924	2-hydroxyisocaproyl-CoA dehydratase activator
KOCEJNFM_00193	CDS	1188	bcr_1			Bicyclomycin resistance protein
KOCEJNFM_00194	CDS	285				hypothetical protein
KOCEJNFM_00195	CDS	1638	glcA		COG1620	Glycolate permease GlcA
KOCEJNFM_00196	CDS	1140	yjmC	1.1.1.-	COG2055	putative oxidoreductase YjmC
KOCEJNFM_00197	CDS	2004	fdhF	1.17.1.9	COG0243	Formate dehydrogenase H
KOCEJNFM_00198	CDS	1338	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
KOCEJNFM_00199	CDS	1074	gldA	1.1.1.6	COG0371	Glycerol dehydrogenase
KOCEJNFM_00200	CDS	237				hypothetical protein
KOCEJNFM_00201	CDS	777				Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase
KOCEJNFM_00202	CDS	909				hypothetical protein
KOCEJNFM_00203	CDS	642	cypB	5.2.1.8		Peptidyl-prolyl cis-trans isomerase B
KOCEJNFM_00204	CDS	399				hypothetical protein
KOCEJNFM_00205	CDS	459	ywiB		COG4506	putative beta-barrel protein YwiB
KOCEJNFM_00206	CDS	1734	argS	6.1.1.19		Arginine--tRNA ligase
KOCEJNFM_00207	CDS	1611	pyrG	6.3.4.2		CTP synthase
KOCEJNFM_00208	CDS	216				hypothetical protein
KOCEJNFM_00209	CDS	564	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
KOCEJNFM_00210	CDS	450	cymR_2			HTH-type transcriptional regulator CymR
KOCEJNFM_00211	CDS	936	cysK_1	2.5.1.47	COG0031	Cysteine synthase
KOCEJNFM_00212	CDS	3681				hypothetical protein
KOCEJNFM_00213	CDS	1995	fruA		COG1299	PTS system fructose-specific EIIABC component
KOCEJNFM_00214	CDS	915	lacC	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
KOCEJNFM_00215	CDS	1338	mleN		COG1757	Malate-2H(+)/Na(+)-lactate antiporter
KOCEJNFM_00216	CDS	834	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
KOCEJNFM_00217	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
KOCEJNFM_00218	CDS	261	ptsH		COG1925	Phosphocarrier protein HPr
KOCEJNFM_00219	CDS	279	csoR		COG1937	Copper-sensing transcriptional repressor CsoR
KOCEJNFM_00220	CDS	807	mrcA		COG5009	Penicillin-binding protein 1A
KOCEJNFM_00221	CDS	702				hypothetical protein
KOCEJNFM_00222	CDS	759				hypothetical protein
KOCEJNFM_00223	CDS	1212	argG	6.3.4.5	COG0137	Argininosuccinate synthase
KOCEJNFM_00224	CDS	1428	argH	4.3.2.1	COG0165	Argininosuccinate lyase
KOCEJNFM_00225	CDS	1332	potE		COG0531	Putrescine transporter PotE
KOCEJNFM_00226	CDS	126				hypothetical protein
KOCEJNFM_00227	CDS	939	gsiC		COG0601	Glutathione transport system permease protein GsiC
KOCEJNFM_00228	CDS	822	gsiD_1		COG1173	Glutathione transport system permease protein GsiD
KOCEJNFM_00229	CDS	1569	ddpA_1		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
KOCEJNFM_00230	CDS	798	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
KOCEJNFM_00231	CDS	816	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
KOCEJNFM_00232	CDS	1554	nikA		COG0747	Nickel-binding periplasmic protein
KOCEJNFM_00233	CDS	930				hypothetical protein
KOCEJNFM_00234	CDS	2904	radD	3.6.4.12	COG1061	Putative DNA repair helicase RadD
KOCEJNFM_00235	CDS	405	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
KOCEJNFM_00236	CDS	819	sseA	2.8.1.2	COG2897	3-mercaptopyruvate sulfurtransferase
KOCEJNFM_00237	CDS	228				hypothetical protein
KOCEJNFM_00238	CDS	756	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
KOCEJNFM_00239	CDS	690	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
KOCEJNFM_00240	CDS	492				hypothetical protein
KOCEJNFM_00241	CDS	1257	rocG	1.4.1.2	COG0334	Catabolic NAD-specific glutamate dehydrogenase RocG
KOCEJNFM_00242	CDS	1461	alsT		COG1115	Amino-acid carrier protein AlsT
KOCEJNFM_00243	CDS	693	lutR		COG2186	HTH-type transcriptional regulator LutR
KOCEJNFM_00244	CDS	897	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
KOCEJNFM_00245	CDS	945				hypothetical protein
KOCEJNFM_00246	CDS	1638	pgm	5.4.2.2	COG0033	Phosphoglucomutase
KOCEJNFM_00247	CDS	276				hypothetical protein
KOCEJNFM_00248	CDS	1359				hypothetical protein
KOCEJNFM_00249	CDS	1152	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
KOCEJNFM_00250	CDS	1143	mnaA	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
KOCEJNFM_00251	CDS	369				hypothetical protein
KOCEJNFM_00252	CDS	699	atpB			ATP synthase subunit a
KOCEJNFM_00253	CDS	228	atpE			ATP synthase subunit c
KOCEJNFM_00254	CDS	498	atpF		COG0711	ATP synthase subunit b
KOCEJNFM_00255	CDS	552	atpH		COG0712	ATP synthase subunit delta
KOCEJNFM_00256	CDS	1539	atpA	3.6.3.14	COG0056	ATP synthase subunit alpha
KOCEJNFM_00257	CDS	855	atpG		COG0224	ATP synthase gamma chain
KOCEJNFM_00258	CDS	1425	atpD	3.6.3.14	COG0055	ATP synthase subunit beta
KOCEJNFM_00259	CDS	408	atpC		COG0355	ATP synthase epsilon chain
KOCEJNFM_00260	CDS	909				hypothetical protein
KOCEJNFM_00261	tRNA	76				tRNA-Val(tac)
KOCEJNFM_00262	tRNA	75				tRNA-Glu(ttc)
KOCEJNFM_00263	tRNA	76				tRNA-Asn(gtt)
KOCEJNFM_00264	CDS	843	ttdA_1	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
KOCEJNFM_00265	CDS	561	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
KOCEJNFM_00266	CDS	552				hypothetical protein
KOCEJNFM_00267	CDS	1740				hypothetical protein
KOCEJNFM_00268	CDS	726	crp		COG0664	cAMP-activated global transcriptional regulator CRP
KOCEJNFM_00269	CDS	1566	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
KOCEJNFM_00270	CDS	690	sdhB_2	4.3.1.17		L-serine dehydratase, beta chain
KOCEJNFM_00271	CDS	873	sdhA_2	4.3.1.17		L-serine dehydratase, alpha chain
KOCEJNFM_00272	CDS	1419	cca	2.7.7.72		CCA-adding enzyme
KOCEJNFM_00273	CDS	1968	spoVD		COG0768	Stage V sporulation protein D
KOCEJNFM_00274	CDS	828	folD			Bifunctional protein FolD protein
KOCEJNFM_00275	CDS	342	hybF		COG0375	Hydrogenase maturation factor HybF
KOCEJNFM_00276	CDS	654	hypB		COG0378	Hydrogenase maturation factor HypB
KOCEJNFM_00277	CDS	1422				hypothetical protein
KOCEJNFM_00278	CDS	465				hypothetical protein
KOCEJNFM_00279	tRNA	76				tRNA-Thr(tgt)
KOCEJNFM_00280	tRNA	85				tRNA-Tyr(gta)
KOCEJNFM_00281	tRNA	76				tRNA-Met(cat)
KOCEJNFM_00282	tRNA	76				tRNA-Thr(ggt)
KOCEJNFM_00283	tRNA	77				tRNA-Met(cat)
KOCEJNFM_00284	CDS	1188	tuf_1		COG0050	Elongation factor Tu
KOCEJNFM_00285	CDS	2238	norB	1.7.2.5	COG3256	Nitric oxide reductase subunit B
KOCEJNFM_00286	CDS	150	rpmG1		COG0267	50S ribosomal protein L33 1
KOCEJNFM_00287	CDS	222	secE		COG0690	Protein translocase subunit SecE
KOCEJNFM_00288	CDS	537	nusG			Transcription termination/antitermination protein NusG
KOCEJNFM_00289	CDS	426	rplK		COG0080	50S ribosomal protein L11
KOCEJNFM_00290	CDS	711	rplA			50S ribosomal protein L1
KOCEJNFM_00291	CDS	498	rplJ			50S ribosomal protein L10
KOCEJNFM_00292	CDS	369	rplL		COG0222	50S ribosomal protein L7/L12
KOCEJNFM_00293	CDS	1641	arnT_2	2.4.2.43	COG1807	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
KOCEJNFM_00294	CDS	1416	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
KOCEJNFM_00295	CDS	4161	rpoB	2.7.7.6		DNA-directed RNA polymerase subunit beta
KOCEJNFM_00296	CDS	4203	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
KOCEJNFM_00297	CDS	2022	betS			Glycine betaine/proline betaine transporter BetS
KOCEJNFM_00298	CDS	246	rplGB		COG1358	Ribosome-associated protein L7Ae-like protein
KOCEJNFM_00299	CDS	375	rpsL		COG0048	30S ribosomal protein S12
KOCEJNFM_00300	CDS	471	rpsG			30S ribosomal protein S7
KOCEJNFM_00301	CDS	2076	fusA_1		COG0480	Elongation factor G
KOCEJNFM_00302	CDS	1188	tuf_2		COG0050	Elongation factor Tu
KOCEJNFM_00303	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
KOCEJNFM_00304	CDS	642	rplC		COG0087	50S ribosomal protein L3
KOCEJNFM_00305	CDS	624	rplD			50S ribosomal protein L4
KOCEJNFM_00306	CDS	285	rplW		COG0089	50S ribosomal protein L23
KOCEJNFM_00307	CDS	831	rplB		COG0090	50S ribosomal protein L2
KOCEJNFM_00308	CDS	282	rpsS		COG0185	30S ribosomal protein S19
KOCEJNFM_00309	CDS	336	rplV		COG0091	50S ribosomal protein L22
KOCEJNFM_00310	CDS	669	rpsC		COG0092	30S ribosomal protein S3
KOCEJNFM_00311	CDS	438	rplP		COG0197	50S ribosomal protein L16
KOCEJNFM_00312	CDS	204	rpmC		COG0255	50S ribosomal protein L29
KOCEJNFM_00313	CDS	261	rpsQ		COG0186	30S ribosomal protein S17
KOCEJNFM_00314	CDS	369	rplN		COG0093	50S ribosomal protein L14
KOCEJNFM_00315	CDS	321	rplX		COG0198	50S ribosomal protein L24
KOCEJNFM_00316	CDS	540	rplE		COG0094	50S ribosomal protein L5
KOCEJNFM_00317	CDS	270	rpsN2		COG0199	Alternate 30S ribosomal protein S14
KOCEJNFM_00318	CDS	387	rpsH		COG0096	30S ribosomal protein S8
KOCEJNFM_00319	CDS	546	rplF			50S ribosomal protein L6
KOCEJNFM_00320	CDS	363	rplR		COG0256	50S ribosomal protein L18
KOCEJNFM_00321	CDS	504	rpsE		COG0098	30S ribosomal protein S5
KOCEJNFM_00322	CDS	180	rpmD		COG1841	50S ribosomal protein L30
KOCEJNFM_00323	CDS	447	rplO			50S ribosomal protein L15
KOCEJNFM_00324	CDS	1263	secY		COG0201	Protein translocase subunit SecY
KOCEJNFM_00325	CDS	564	adk	2.7.4.3		Adenylate kinase
KOCEJNFM_00326	CDS	771	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
KOCEJNFM_00327	CDS	219	infA		COG0361	Translation initiation factor IF-1
KOCEJNFM_00328	CDS	114	rpmJ		COG0257	50S ribosomal protein L36
KOCEJNFM_00329	CDS	369	rpsM		COG0099	30S ribosomal protein S13
KOCEJNFM_00330	CDS	390	rpsK		COG0100	30S ribosomal protein S11
KOCEJNFM_00331	CDS	1005	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
KOCEJNFM_00332	CDS	336	rplQ			50S ribosomal protein L17
KOCEJNFM_00333	CDS	909	ecfA1_1	3.6.3.-		Energy-coupling factor transporter ATP-binding protein EcfA1
KOCEJNFM_00334	CDS	861	ecfA2_1	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2
KOCEJNFM_00335	CDS	804	ecfT_1		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
KOCEJNFM_00336	CDS	786	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
KOCEJNFM_00337	CDS	1752	korA	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
KOCEJNFM_00338	CDS	873	korB	1.2.7.3	COG1013	2-oxoglutarate oxidoreductase subunit KorB
KOCEJNFM_00339	CDS	1347	yeeO		COG0534	putative FMN/FAD exporter YeeO
KOCEJNFM_00340	CDS	888	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
KOCEJNFM_00341	CDS	1038	cobT_2	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
KOCEJNFM_00342	CDS	1119	cobT_3	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
KOCEJNFM_00343	tRNA	75				tRNA-Gly(gcc)
