locus_tag	ftype	length_bp	gene	EC_number	COG	product
POEAOIBB_00094	CDS	750				hypothetical protein
POEAOIBB_00095	CDS	930				hypothetical protein
POEAOIBB_00096	CDS	654	pcp	3.4.19.3	COG2039	Pyrrolidone-carboxylate peptidase
POEAOIBB_00097	CDS	1329	slpA_1			S-layer protein SlpA
POEAOIBB_00098	CDS	399				hypothetical protein
POEAOIBB_00099	CDS	903	rbsB		COG1879	Ribose import binding protein RbsB
POEAOIBB_00100	CDS	936	rbsC		COG1172	Ribose import permease protein RbsC
POEAOIBB_00101	CDS	1482	rbsA	3.6.3.17	COG1129	Ribose import ATP-binding protein RbsA
POEAOIBB_00102	CDS	414	rbsD	5.4.99.62	COG1869	D-ribose pyranase
POEAOIBB_00103	CDS	888	rbsK	2.7.1.15	COG0524	Ribokinase
POEAOIBB_00104	CDS	183				hypothetical protein
POEAOIBB_00105	CDS	657				hypothetical protein
POEAOIBB_00106	CDS	309				hypothetical protein
POEAOIBB_00107	CDS	1602	ecfA1_1	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
POEAOIBB_00108	CDS	813	ecfA2_1	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2
POEAOIBB_00109	CDS	672	ecfT_1		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
POEAOIBB_00110	CDS	501		2.3.1.-		L-methionine sulfoximine/L-methionine sulfone acetyltransferase
POEAOIBB_00111	CDS	864	hisK	3.1.3.15	COG1387	Histidinol-phosphatase
POEAOIBB_00112	CDS	402				hypothetical protein
POEAOIBB_00113	CDS	393				hypothetical protein
POEAOIBB_00114	CDS	1602	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
POEAOIBB_00115	CDS	1278	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
POEAOIBB_00116	CDS	591	hisB	4.2.1.19	COG0131	Imidazoleglycerol-phosphate dehydratase
POEAOIBB_00117	CDS	720	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
POEAOIBB_00118	CDS	759	hisF_1	4.1.3.-	COG0107	Imidazole glycerol phosphate synthase subunit HisF
POEAOIBB_00119	CDS	315	hisI	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
POEAOIBB_00120	CDS	327	hisE	3.6.1.31	COG0140	Phosphoribosyl-ATP pyrophosphatase
POEAOIBB_00121	CDS	1077	hisC	2.6.1.9		Histidinol-phosphate aminotransferase
POEAOIBB_00122	CDS	627	hisH	2.4.2.-	COG0118	Imidazole glycerol phosphate synthase subunit HisH
POEAOIBB_00123	CDS	393	hisF_2	4.1.3.-	COG0107	Imidazole glycerol phosphate synthase subunit HisF
POEAOIBB_00124	CDS	1833	cstA		COG1966	Peptide transporter CstA
POEAOIBB_00125	CDS	1278	nrgA			Ammonium transporter
POEAOIBB_00126	CDS	363	glnB		COG0347	Nitrogen regulatory protein P-II
POEAOIBB_00127	CDS	1614				hypothetical protein
POEAOIBB_00128	CDS	396				hypothetical protein
POEAOIBB_00129	CDS	747				hypothetical protein
POEAOIBB_00130	CDS	498	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
POEAOIBB_00131	CDS	822				hypothetical protein
POEAOIBB_00132	CDS	915	cysK_1	2.5.1.47		Cysteine synthase
POEAOIBB_00133	CDS	609	cysE	2.3.1.30	COG1045	Serine acetyltransferase
POEAOIBB_00134	tRNA	91				tRNA-Ser(gct)
POEAOIBB_00135	CDS	753				hypothetical protein
POEAOIBB_00136	CDS	1260	mntH		COG1914	Divalent metal cation transporter MntH
POEAOIBB_00137	CDS	603				hypothetical protein
POEAOIBB_00138	CDS	744				hypothetical protein
POEAOIBB_00139	CDS	1119		1.8.-.-	COG0502	[FeFe] hydrogenase maturase subunit HydE
POEAOIBB_00140	CDS	579				hypothetical protein
POEAOIBB_00141	CDS	2067	fusA_1		COG0480	Elongation factor G
POEAOIBB_00142	CDS	477	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
POEAOIBB_00143	CDS	894	yicL_1		COG0697	putative inner membrane transporter YicL
POEAOIBB_00144	CDS	984	yicL_2		COG0697	putative inner membrane transporter YicL
POEAOIBB_00145	CDS	1296	iaaH	3.5.1.-		Indole-3-acetyl-aspartic acid hydrolase
POEAOIBB_00146	CDS	1245		3.-.-.-	COG0624	putative hydrolase
POEAOIBB_00147	CDS	1254	dcuD_1		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
POEAOIBB_00148	CDS	1179	pcaK		COG0477	4-hydroxybenzoate transporter PcaK
POEAOIBB_00149	CDS	2214				hypothetical protein
POEAOIBB_00150	CDS	930				hypothetical protein
POEAOIBB_00151	CDS	1470	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
POEAOIBB_00152	CDS	567	pabA	2.6.1.85	COG0512	Aminodeoxychorismate/anthranilate synthase component 2
POEAOIBB_00153	CDS	1011	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
POEAOIBB_00154	CDS	1500	trpC	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
POEAOIBB_00155	CDS	1194	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
POEAOIBB_00156	CDS	792	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
POEAOIBB_00157	CDS	291				hypothetical protein
POEAOIBB_00158	CDS	924	yhaH_1		COG3152	Inner membrane protein YhaH
POEAOIBB_00159	CDS	570	yhaH_2		COG3152	Inner membrane protein YhaH
POEAOIBB_00160	CDS	636	yhaI_1		COG3152	Inner membrane protein YhaI
POEAOIBB_00161	CDS	645				hypothetical protein
POEAOIBB_00162	CDS	615				hypothetical protein
POEAOIBB_00163	CDS	642				hypothetical protein
POEAOIBB_00164	CDS	660				hypothetical protein
POEAOIBB_00165	CDS	2835	ileS	6.1.1.5		Isoleucine--tRNA ligase
POEAOIBB_00166	CDS	1131				hypothetical protein
POEAOIBB_00167	CDS	1266				hypothetical protein
POEAOIBB_00168	CDS	1251				hypothetical protein
POEAOIBB_00169	CDS	2370				hypothetical protein
POEAOIBB_00170	CDS	783	glnH_1		COG0834	Glutamine-binding periplasmic protein
POEAOIBB_00171	CDS	1182	abgB_1	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
POEAOIBB_00172	CDS	351				hypothetical protein
POEAOIBB_00173	CDS	1140	ywpJ	3.1.3.-	COG0561	Phosphatase YwpJ
POEAOIBB_00174	CDS	198	fer			Ferredoxin
POEAOIBB_00175	CDS	1536	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
POEAOIBB_00176	CDS	1533		2.1.1.72	COG0286	putative type I restriction enzymeP M protein
POEAOIBB_00177	CDS	1179				hypothetical protein
POEAOIBB_00178	CDS	3147	hsdR	3.1.21.3		Type-1 restriction enzyme R protein
POEAOIBB_00179	CDS	1104				hypothetical protein
POEAOIBB_00180	CDS	231				hypothetical protein
POEAOIBB_00181	CDS	417				hypothetical protein
POEAOIBB_00182	CDS	324				hypothetical protein
POEAOIBB_00183	CDS	465	argA	2.3.1.1		Amino-acid acetyltransferase
POEAOIBB_00184	CDS	420				hypothetical protein
POEAOIBB_00185	CDS	489				hypothetical protein
POEAOIBB_00186	CDS	1101	mntB_1			Manganese transport system membrane protein MntB
POEAOIBB_00187	CDS	966	mntB_2			Manganese transport system membrane protein MntB
POEAOIBB_00188	CDS	732	znuC_1	3.6.3.-	COG1121	High-affinity zinc uptake system ATP-binding protein ZnuC
POEAOIBB_00189	CDS	942	troA		COG0803	Periplasmic zinc-binding protein TroA
POEAOIBB_00190	CDS	96				hypothetical protein
POEAOIBB_00191	CDS	378				hypothetical protein
POEAOIBB_00192	CDS	348				hypothetical protein
POEAOIBB_00193	CDS	1629				hypothetical protein
POEAOIBB_00194	CDS	1629				hypothetical protein
POEAOIBB_00195	CDS	906	oxyR			Hydrogen peroxide-inducible genes activator
POEAOIBB_00196	CDS	2169	cooS1	1.2.7.4	COG1151	Carbon monoxide dehydrogenase 1
POEAOIBB_00197	CDS	786				hypothetical protein
POEAOIBB_00198	CDS	600				hypothetical protein
POEAOIBB_00199	CDS	363				hypothetical protein
POEAOIBB_00200	CDS	1029	bioB	2.8.1.6	COG0502	Biotin synthase
POEAOIBB_00201	CDS	1272	yhaO		COG0420	putative metallophosphoesterase YhaO
POEAOIBB_00202	CDS	2883	yhaN		COG4717	putative protein YhaN
POEAOIBB_00203	CDS	1044	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
POEAOIBB_00204	CDS	900	hemH	4.99.1.1	COG0276	Ferrochelatase
POEAOIBB_00205	CDS	1623	hemY	1.3.3.4	COG1232	Protoporphyrinogen oxidase
POEAOIBB_00206	CDS	732		1.11.1.-		Putative heme-dependent peroxidase
POEAOIBB_00207	CDS	1338	narK		COG2223	Nitrate/nitrite transporter NarK
POEAOIBB_00208	CDS	687	fnr		COG0664	Anaerobic regulatory protein
POEAOIBB_00209	CDS	3678	narG	1.7.99.4	COG5013	Respiratory nitrate reductase 1 alpha chain
POEAOIBB_00210	CDS	1428	narH	1.7.99.4	COG1140	Respiratory nitrate reductase 1 beta chain
POEAOIBB_00211	CDS	525	narX_1	1.7.99.4		Nitrate reductase-like protein NarX
POEAOIBB_00212	CDS	672	narX_2	1.7.99.4		Nitrate reductase-like protein NarX
POEAOIBB_00213	CDS	603				hypothetical protein
POEAOIBB_00214	CDS	1272	slpA_2			S-layer protein SlpA
POEAOIBB_00215	CDS	606				hypothetical protein
POEAOIBB_00216	CDS	1206	yfmO			Multidrug efflux protein YfmO
POEAOIBB_00217	CDS	885	benM			HTH-type transcriptional regulator BenM
POEAOIBB_00218	CDS	615	argO		COG1279	Arginine exporter protein ArgO
POEAOIBB_00219	CDS	1041				hypothetical protein
POEAOIBB_00220	CDS	546	mtcA1_1	4.2.1.1	COG0288	Beta-carbonic anhydrase 1
POEAOIBB_00221	CDS	753	bioD1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
POEAOIBB_00222	CDS	1389	bioK	2.6.1.105	COG0161	L-Lysine--8-amino-7-oxononanoate transaminase
POEAOIBB_00223	CDS	1341	dcuA		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
POEAOIBB_00224	CDS	408	fur_1		COG0735	Ferric uptake regulation protein
POEAOIBB_00225	CDS	819	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
POEAOIBB_00226	CDS	822	znuC_2	3.6.3.-	COG1121	High-affinity zinc uptake system ATP-binding protein ZnuC
POEAOIBB_00227	CDS	906	znuA		COG0803	High-affinity zinc uptake system binding-protein ZnuA
POEAOIBB_00228	CDS	606		2.7.7.-	COG2184	Adenosine monophosphate-protein transferase NmFic
POEAOIBB_00229	CDS	570				hypothetical protein
POEAOIBB_00230	CDS	672				hypothetical protein
POEAOIBB_00231	CDS	684				hypothetical protein
POEAOIBB_00232	CDS	630				hypothetical protein
POEAOIBB_00233	CDS	609				hypothetical protein
POEAOIBB_00234	CDS	915	fliU			Flagellar biosynthetic protein FliU
POEAOIBB_00235	CDS	564				hypothetical protein
POEAOIBB_00236	CDS	693				hypothetical protein
POEAOIBB_00237	CDS	279				hypothetical protein
POEAOIBB_00238	CDS	1113	alr	5.1.1.1		Alanine racemase
POEAOIBB_00239	CDS	954		1.-.-.-	COG1052	Putative 2-hydroxyacid dehydrogenase
POEAOIBB_00240	CDS	777	pflA	1.97.1.4		Pyruvate formate-lyase-activating enzyme
POEAOIBB_00241	CDS	240	pflB_1	2.3.1.54	COG1882	Formate acetyltransferase
POEAOIBB_00242	CDS	2118	pflB_2	2.3.1.54	COG1882	Formate acetyltransferase
POEAOIBB_00243	CDS	867				hypothetical protein
POEAOIBB_00244	CDS	1023	metN2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN 2
POEAOIBB_00245	CDS	672	metP		COG2011	Methionine import system permease protein MetP
POEAOIBB_00246	CDS	825	metQ_1		COG1464	Methionine-binding lipoprotein MetQ
POEAOIBB_00247	CDS	1467	ttdT		COG0471	L-tartrate/succinate antiporter
POEAOIBB_00248	CDS	405				hypothetical protein
POEAOIBB_00249	CDS	504				hypothetical protein
POEAOIBB_00250	CDS	1134	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
POEAOIBB_00251	CDS	1185	patB_1	4.4.1.8	COG1168	Cystathionine beta-lyase PatB
POEAOIBB_00252	CDS	960	metAA	2.3.1.31		Homoserine O-acetyltransferase
POEAOIBB_00253	CDS	1272		4.4.1.11	COG0626	L-methionine gamma-lyase
POEAOIBB_00254	CDS	588				hypothetical protein
POEAOIBB_00255	CDS	567	bioY_1		COG1268	Biotin transporter BioY
POEAOIBB_00256	CDS	765				hypothetical protein
POEAOIBB_00257	CDS	1536			COG0701	Putative two-component membrane permease complex subunit SMU_747c
POEAOIBB_00258	CDS	870	yeiR	3.6.-.-	COG0523	Zinc-binding GTPase YeiR
POEAOIBB_00259	CDS	1449	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
POEAOIBB_00260	CDS	1452	pncB2	6.3.4.21		Nicotinate phosphoribosyltransferase pncB2
POEAOIBB_00261	CDS	768	nadE	6.3.1.5		NH(3)-dependent NAD(+) synthetase
POEAOIBB_00262	CDS	978	ansA	3.5.1.1	COG0252	L-asparaginase
POEAOIBB_00263	CDS	777				hypothetical protein
POEAOIBB_00264	CDS	930	mscS		COG0668	Small-conductance mechanosensitive channel
POEAOIBB_00265	CDS	807	dacB	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacB
POEAOIBB_00266	CDS	591	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
POEAOIBB_00267	CDS	879	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
POEAOIBB_00268	CDS	783	ndhF	1.17.1.5		Nicotinate dehydrogenase FAD-subunit
POEAOIBB_00269	CDS	456	hcrC	1.3.7.9		4-hydroxybenzoyl-CoA reductase subunit gamma
POEAOIBB_00270	CDS	2295	xdhA	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
POEAOIBB_00271	CDS	759				hypothetical protein
POEAOIBB_00272	CDS	723	pucB		COG2068	Purine catabolism protein PucB
POEAOIBB_00273	CDS	813				hypothetical protein
POEAOIBB_00274	CDS	729	pucA	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
POEAOIBB_00275	CDS	315				hypothetical protein
POEAOIBB_00276	CDS	813	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
POEAOIBB_00277	CDS	921	cdaR		COG4856	CdaA regulatory protein CdaR
POEAOIBB_00278	CDS	1599	dadA	1.4.99.-		D-amino acid dehydrogenase
POEAOIBB_00279	CDS	1353	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
POEAOIBB_00280	CDS	696	ygeA	5.-.-.-	COG1794	Putative racemase YgeA
POEAOIBB_00281	CDS	1398				hypothetical protein
POEAOIBB_00282	CDS	1833	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
POEAOIBB_00283	CDS	987	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
POEAOIBB_00284	CDS	477				hypothetical protein
POEAOIBB_00285	CDS	813	fliY		COG0834	L-cystine-binding protein FliY
POEAOIBB_00286	CDS	657	artQ		COG0765	Arginine transport system permease protein ArtQ
POEAOIBB_00287	CDS	759	artM		COG1126	Arginine transport ATP-binding protein ArtM
POEAOIBB_00288	CDS	1272				hypothetical protein
POEAOIBB_00289	CDS	447				Putative universal stress protein
POEAOIBB_00290	CDS	291	ziaR			Transcriptional repressor SmtB 
POEAOIBB_00291	CDS	957				hypothetical protein
POEAOIBB_00292	CDS	789	modA		COG0725	Molybdate-binding protein ModA
POEAOIBB_00293	CDS	669	modB		COG4149	Molybdenum transport system permease protein ModB
POEAOIBB_00294	CDS	630	fbpC	3.6.3.30		Fe(3+) ions import ATP-binding protein FbpC
POEAOIBB_00295	CDS	1194				hypothetical protein
POEAOIBB_00296	CDS	480				hypothetical protein
POEAOIBB_00297	CDS	843	thiD_1	2.7.1.49		Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
POEAOIBB_00298	CDS	1518	thiE	2.5.1.3		Thiamine-phosphate synthase
POEAOIBB_00299	CDS	288				hypothetical protein
POEAOIBB_00300	CDS	546	rbr		COG1592	Rubrerythrin
POEAOIBB_00301	CDS	204				hypothetical protein
POEAOIBB_00302	CDS	1032	selD	2.7.9.3	COG0709	Selenide, water dikinase
POEAOIBB_00303	CDS	600				hypothetical protein
POEAOIBB_00304	CDS	276				hypothetical protein
POEAOIBB_00305	CDS	570				hypothetical protein
POEAOIBB_00306	CDS	795				hypothetical protein
POEAOIBB_00307	CDS	711	yfkO	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YfkO
POEAOIBB_00308	CDS	240				hypothetical protein
POEAOIBB_00309	CDS	237				hypothetical protein
POEAOIBB_00310	CDS	1107	ychF		COG0012	Ribosome-binding ATPase YchF
POEAOIBB_00311	CDS	975	ddh	1.4.1.16		Meso-diaminopimelate D-dehydrogenase
POEAOIBB_00312	CDS	2223	prn_3		COG3468	Pertactin autotransporter
POEAOIBB_00313	CDS	1230	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
POEAOIBB_00314	CDS	960				hypothetical protein
POEAOIBB_00315	CDS	1176	rnj2	3.1.-.-		Ribonuclease J 2
POEAOIBB_00316	CDS	1185	bcr_1			Bicyclomycin resistance protein
POEAOIBB_00317	CDS	285	rpsF		COG0360	30S ribosomal protein S6
POEAOIBB_00318	CDS	399	ssb		COG0629	Single-stranded DNA-binding protein
POEAOIBB_00319	CDS	231	rpsR			30S ribosomal protein S18
POEAOIBB_00320	CDS	498			COG0789	putative HTH-type transcriptional regulator
POEAOIBB_00321	CDS	1758	dxs_1	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
POEAOIBB_00322	CDS	684				hypothetical protein
POEAOIBB_00323	CDS	660	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
POEAOIBB_00324	CDS	1344	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
POEAOIBB_00325	CDS	1284	uraA		COG2233	Uracil permease
POEAOIBB_00326	CDS	450	copY			Transcriptional repressor CopY
POEAOIBB_00327	CDS	258				hypothetical protein
POEAOIBB_00328	CDS	1878	copB	3.6.3.54		Copper-exporting P-type ATPase B
POEAOIBB_00329	CDS	465				hypothetical protein
POEAOIBB_00330	CDS	957				hypothetical protein
POEAOIBB_00331	CDS	741				hypothetical protein
POEAOIBB_00332	CDS	732				hypothetical protein
POEAOIBB_00333	CDS	939				hypothetical protein
POEAOIBB_00334	CDS	594				hypothetical protein
POEAOIBB_00335	CDS	1251	yhhS			putative MFS-type transporter YhhS
POEAOIBB_00336	CDS	1224	pepT	3.4.11.4	COG2195	Peptidase T
POEAOIBB_00337	CDS	1938				hypothetical protein
POEAOIBB_00338	CDS	786	glnH_2		COG0834	Glutamine-binding periplasmic protein
POEAOIBB_00339	CDS	1014	mmuM	2.1.1.10	COG2040	Homocysteine S-methyltransferase
POEAOIBB_00340	tRNA	91				tRNA-Ser(gga)
POEAOIBB_00341	CDS	1236	norV_2		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
POEAOIBB_00342	CDS	3741	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
POEAOIBB_00343	CDS	906	cynR			HTH-type transcriptional regulator CynR
POEAOIBB_00344	CDS	576	xpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
POEAOIBB_00345	CDS	447				hypothetical protein
POEAOIBB_00346	CDS	441				hypothetical protein
POEAOIBB_00347	CDS	492	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
POEAOIBB_00348	CDS	729	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
POEAOIBB_00349	CDS	1419	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
POEAOIBB_00350	CDS	1062	purM	6.3.3.1		Phosphoribosylformylglycinamidine cyclo-ligase
POEAOIBB_00351	CDS	618	purN	2.1.2.2		Phosphoribosylglycinamide formyltransferase
POEAOIBB_00352	CDS	1530	purH			Bifunctional purine biosynthesis protein PurH
POEAOIBB_00353	CDS	1263	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
POEAOIBB_00354	CDS	1143	pchA	5.4.4.2	COG1169	Salicylate biosynthesis isochorismate synthase
POEAOIBB_00355	CDS	1791	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
POEAOIBB_00356	CDS	861	menH	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
POEAOIBB_00357	CDS	843	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
