locus_tag	ftype	length_bp	gene	EC_number	COG	product
PDIMPFPI_00080	CDS	813	ecfA2_1	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2
PDIMPFPI_00081	CDS	669	ecfT_1		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
PDIMPFPI_00082	CDS	501		2.3.1.-		L-methionine sulfoximine/L-methionine sulfone acetyltransferase
PDIMPFPI_00083	CDS	864	hisK	3.1.3.15	COG1387	Histidinol-phosphatase
PDIMPFPI_00084	CDS	1605	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
PDIMPFPI_00085	CDS	1278	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
PDIMPFPI_00086	CDS	591	hisB	4.2.1.19	COG0131	Imidazoleglycerol-phosphate dehydratase
PDIMPFPI_00087	CDS	723	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
PDIMPFPI_00088	CDS	759	hisF	4.1.3.-	COG0107	Imidazole glycerol phosphate synthase subunit HisF
PDIMPFPI_00089	CDS	318	hisI	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
PDIMPFPI_00090	CDS	327	hisE	3.6.1.31	COG0140	Phosphoribosyl-ATP pyrophosphatase
PDIMPFPI_00091	CDS	1077	hisC	2.6.1.9		Histidinol-phosphate aminotransferase
PDIMPFPI_00092	CDS	627	hisH	2.4.2.-	COG0118	Imidazole glycerol phosphate synthase subunit HisH
PDIMPFPI_00093	CDS	1833	cstA		COG1966	Peptide transporter CstA
PDIMPFPI_00094	CDS	1626				hypothetical protein
PDIMPFPI_00095	CDS	732				hypothetical protein
PDIMPFPI_00096	CDS	1698	shlB			Hemolysin transporter protein ShlB
PDIMPFPI_00097	CDS	7440	cdiA_1	3.1.-.-	COG3210	16S rRNA endonuclease CdiA
PDIMPFPI_00098	CDS	474				hypothetical protein
PDIMPFPI_00099	CDS	465				hypothetical protein
PDIMPFPI_00100	CDS	477				hypothetical protein
PDIMPFPI_00101	CDS	1173				hypothetical protein
PDIMPFPI_00102	CDS	252				hypothetical protein
PDIMPFPI_00103	CDS	939				hypothetical protein
PDIMPFPI_00104	CDS	498	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
PDIMPFPI_00105	CDS	861				hypothetical protein
PDIMPFPI_00106	CDS	915	cysK_1	2.5.1.47		Cysteine synthase
PDIMPFPI_00107	CDS	612	cysE	2.3.1.30	COG1045	Serine acetyltransferase
PDIMPFPI_00108	CDS	435	dps	1.16.-.-	COG0783	DNA protection during starvation protein
PDIMPFPI_00109	tRNA	91				tRNA-Ser(gct)
PDIMPFPI_00110	CDS	750				hypothetical protein
PDIMPFPI_00111	CDS	1260	mntH		COG1914	Divalent metal cation transporter MntH
PDIMPFPI_00112	CDS	603				hypothetical protein
PDIMPFPI_00113	CDS	747				hypothetical protein
PDIMPFPI_00114	CDS	1119		1.8.-.-	COG0502	[FeFe] hydrogenase maturase subunit HydE
PDIMPFPI_00115	CDS	2067	fusA_1		COG0480	Elongation factor G
PDIMPFPI_00116	CDS	477	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
PDIMPFPI_00117	CDS	945	yicL		COG0697	putative inner membrane transporter YicL
PDIMPFPI_00118	CDS	1296	iaaH	3.5.1.-		Indole-3-acetyl-aspartic acid hydrolase
PDIMPFPI_00119	CDS	1245		3.-.-.-	COG0624	putative hydrolase
PDIMPFPI_00120	CDS	1254	dcuD		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
PDIMPFPI_00121	CDS	1179	pcaK		COG0477	4-hydroxybenzoate transporter PcaK
PDIMPFPI_00122	CDS	930				hypothetical protein
PDIMPFPI_00123	CDS	816				hypothetical protein
PDIMPFPI_00124	CDS	1470	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
PDIMPFPI_00125	CDS	567	pabA	2.6.1.85	COG0512	Aminodeoxychorismate/anthranilate synthase component 2
PDIMPFPI_00126	CDS	1011	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
PDIMPFPI_00127	CDS	1530	trpC	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
PDIMPFPI_00128	CDS	1194	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
PDIMPFPI_00129	CDS	792	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
PDIMPFPI_00130	CDS	297				hypothetical protein
PDIMPFPI_00131	CDS	888	yhaH_1		COG3152	Inner membrane protein YhaH
PDIMPFPI_00132	CDS	570	yhaH_2		COG3152	Inner membrane protein YhaH
PDIMPFPI_00133	CDS	636	yhaI_1		COG3152	Inner membrane protein YhaI
PDIMPFPI_00134	CDS	210				hypothetical protein
PDIMPFPI_00135	CDS	777	yhaI_2		COG3152	Inner membrane protein YhaI
PDIMPFPI_00136	CDS	534	yhaH_3		COG3152	Inner membrane protein YhaH
PDIMPFPI_00137	CDS	2835	ileS	6.1.1.5		Isoleucine--tRNA ligase
PDIMPFPI_00138	CDS	2373				hypothetical protein
PDIMPFPI_00139	CDS	783	glnH_1		COG0834	Glutamine-binding periplasmic protein
PDIMPFPI_00140	CDS	1182	abgB_1	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
PDIMPFPI_00141	CDS	1158	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
PDIMPFPI_00142	CDS	198			COG1145	Ferredoxin
PDIMPFPI_00143	CDS	1536	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
PDIMPFPI_00144	CDS	690				hypothetical protein
PDIMPFPI_00145	CDS	2322				hypothetical protein
PDIMPFPI_00146	CDS	1677				hypothetical protein
PDIMPFPI_00147	CDS	411				hypothetical protein
PDIMPFPI_00148	CDS	324				hypothetical protein
PDIMPFPI_00149	CDS	303				hypothetical protein
PDIMPFPI_00150	CDS	831	ycgJ	2.1.1.-		putative methyltransferase YcgJ
PDIMPFPI_00151	CDS	444				hypothetical protein
PDIMPFPI_00152	CDS	489				hypothetical protein
PDIMPFPI_00153	CDS	1173			COG0614	putative protein
PDIMPFPI_00154	CDS	1173			COG0614	putative protein
PDIMPFPI_00155	CDS	1050	hmuU_3		COG0609	Hemin transport system permease protein HmuU
PDIMPFPI_00156	CDS	777	fepC_2		COG1120	Ferric enterobactin transport ATP-binding protein FepC
PDIMPFPI_00157	CDS	1101	mntB_1			Manganese transport system membrane protein MntB
PDIMPFPI_00158	CDS	966	mntB_2			Manganese transport system membrane protein MntB
PDIMPFPI_00159	CDS	732	znuC_1	3.6.3.-	COG1121	High-affinity zinc uptake system ATP-binding protein ZnuC
PDIMPFPI_00160	CDS	942	troA		COG0803	Periplasmic zinc-binding protein TroA
PDIMPFPI_00161	CDS	96				hypothetical protein
PDIMPFPI_00162	CDS	378				hypothetical protein
PDIMPFPI_00163	CDS	348				hypothetical protein
PDIMPFPI_00164	CDS	1617				hypothetical protein
PDIMPFPI_00165	CDS	1761				hypothetical protein
PDIMPFPI_00166	CDS	906	oxyR			Hydrogen peroxide-inducible genes activator
PDIMPFPI_00167	CDS	2190	cooS1	1.2.7.4	COG1151	Carbon monoxide dehydrogenase 1
PDIMPFPI_00168	CDS	363				hypothetical protein
PDIMPFPI_00169	CDS	1029	bioB	2.8.1.6		Biotin synthase
PDIMPFPI_00170	CDS	1272	yhaO		COG0420	putative metallophosphoesterase YhaO
PDIMPFPI_00171	CDS	2883	yhaN		COG4717	putative protein YhaN
PDIMPFPI_00172	CDS	1044	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
PDIMPFPI_00173	CDS	900	hemH	4.99.1.1	COG0276	Ferrochelatase
PDIMPFPI_00174	CDS	1617	hemY	1.3.3.4	COG1232	Protoporphyrinogen oxidase
PDIMPFPI_00175	CDS	732		1.11.1.-		Putative heme-dependent peroxidase
PDIMPFPI_00176	CDS	1338	narK		COG2223	Nitrate/nitrite transporter NarK
PDIMPFPI_00177	CDS	687	fnr		COG0664	Anaerobic regulatory protein
PDIMPFPI_00178	CDS	3678	narG	1.7.99.4	COG5013	Respiratory nitrate reductase 1 alpha chain
PDIMPFPI_00179	CDS	1434	narH	1.7.99.4	COG1140	Respiratory nitrate reductase 1 beta chain
PDIMPFPI_00180	CDS	525	narJ		COG2180	Nitrate reductase molybdenum cofactor assembly chaperone NarJ
PDIMPFPI_00181	CDS	672	narX	1.7.99.4		Nitrate reductase-like protein NarX
PDIMPFPI_00182	CDS	141				hypothetical protein
PDIMPFPI_00183	CDS	1272	slpA			S-layer protein SlpA
PDIMPFPI_00184	CDS	606				hypothetical protein
PDIMPFPI_00185	CDS	1206	mdtG			Multidrug resistance protein MdtG
PDIMPFPI_00186	CDS	885	cynR_1			HTH-type transcriptional regulator CynR
PDIMPFPI_00187	CDS	615	argO		COG1279	Arginine exporter protein ArgO
PDIMPFPI_00188	CDS	1041				hypothetical protein
PDIMPFPI_00189	CDS	546	mtcA1_1	4.2.1.1	COG0288	Beta-carbonic anhydrase 1
PDIMPFPI_00190	CDS	753	bioD1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
PDIMPFPI_00191	CDS	1389	bioK	2.6.1.105	COG0161	L-Lysine--8-amino-7-oxononanoate transaminase
PDIMPFPI_00192	CDS	1095	dcuA_1		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
PDIMPFPI_00193	CDS	264	dcuA_2		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
PDIMPFPI_00194	CDS	408	zur		COG0735	Zinc-specific metallo-regulatory protein
PDIMPFPI_00195	CDS	819	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
PDIMPFPI_00196	CDS	792	znuC_2	3.6.3.-	COG1121	High-affinity zinc uptake system ATP-binding protein ZnuC
PDIMPFPI_00197	CDS	915	znuA		COG0803	High-affinity zinc uptake system binding-protein ZnuA
PDIMPFPI_00198	CDS	672				hypothetical protein
PDIMPFPI_00199	CDS	684				hypothetical protein
PDIMPFPI_00200	CDS	630				hypothetical protein
PDIMPFPI_00201	CDS	906	fliU			Flagellar biosynthetic protein FliU
PDIMPFPI_00202	CDS	564				hypothetical protein
PDIMPFPI_00203	CDS	621				hypothetical protein
PDIMPFPI_00204	CDS	279				hypothetical protein
PDIMPFPI_00205	CDS	1113	alr	5.1.1.1		Alanine racemase
PDIMPFPI_00206	CDS	951		1.-.-.-	COG1052	Putative 2-hydroxyacid dehydrogenase
PDIMPFPI_00207	CDS	648				hypothetical protein
PDIMPFPI_00208	CDS	1896	ctpV	3.6.3.54	COG2217	putative copper-exporting P-type ATPase V
PDIMPFPI_00209	CDS	777	pflA	1.97.1.4		Pyruvate formate-lyase-activating enzyme
PDIMPFPI_00210	CDS	237	pflB_1	2.3.1.54	COG1882	Formate acetyltransferase
PDIMPFPI_00211	CDS	2118	pflB_2	2.3.1.54	COG1882	Formate acetyltransferase
PDIMPFPI_00212	CDS	873	immR_1		COG1396	HTH-type transcriptional regulator ImmR
PDIMPFPI_00213	CDS	867				hypothetical protein
PDIMPFPI_00214	CDS	1023	metN2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN 2
PDIMPFPI_00215	CDS	672	metP		COG2011	Methionine import system permease protein MetP
PDIMPFPI_00216	CDS	825	metQ_1		COG1464	Methionine-binding lipoprotein MetQ
PDIMPFPI_00217	CDS	1824			COG1132	putative ABC transporter ATP-binding protein
PDIMPFPI_00218	CDS	1836			COG1132	putative ABC transporter ATP-binding protein
PDIMPFPI_00219	CDS	1467	ttdT		COG0471	L-tartrate/succinate antiporter
PDIMPFPI_00220	CDS	405				hypothetical protein
PDIMPFPI_00221	CDS	504				hypothetical protein
PDIMPFPI_00222	CDS	1134	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
PDIMPFPI_00223	CDS	1185	patB_1	4.4.1.8	COG1168	Cystathionine beta-lyase PatB
PDIMPFPI_00224	CDS	960	metAA1	2.3.1.31	COG1897	Homoserine O-acetyltransferase 1
PDIMPFPI_00225	CDS	1272		4.4.1.11	COG0626	L-methionine gamma-lyase
PDIMPFPI_00226	CDS	588				hypothetical protein
PDIMPFPI_00227	CDS	567	bioY_1		COG1268	Biotin transporter BioY
PDIMPFPI_00228	CDS	765			COG3689	Putative two-component membrane permease complex subunit SMU_746c
PDIMPFPI_00229	CDS	1536			COG0701	Putative two-component membrane permease complex subunit SMU_747c
PDIMPFPI_00230	CDS	870	yjiA		COG0523	putative GTP-binding protein YjiA
PDIMPFPI_00231	CDS	1449	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
PDIMPFPI_00232	CDS	1452	pncB2	6.3.4.21		Nicotinate phosphoribosyltransferase pncB2
PDIMPFPI_00233	CDS	768	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
PDIMPFPI_00234	CDS	978	ansB	3.5.1.1		L-asparaginase
PDIMPFPI_00235	CDS	777				hypothetical protein
PDIMPFPI_00236	CDS	930	mscS		COG0668	Small-conductance mechanosensitive channel
PDIMPFPI_00237	CDS	858	dacB	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacB
PDIMPFPI_00238	CDS	591	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
PDIMPFPI_00239	CDS	885	queG_1	1.17.99.6	COG1600	Epoxyqueuosine reductase
PDIMPFPI_00240	CDS	783	ndhF	1.17.1.5		Nicotinate dehydrogenase FAD-subunit
PDIMPFPI_00241	CDS	453	hcrC	1.3.7.9		4-hydroxybenzoyl-CoA reductase subunit gamma
PDIMPFPI_00242	CDS	2298	xdhA	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
PDIMPFPI_00243	CDS	759				hypothetical protein
PDIMPFPI_00244	CDS	723	pucB		COG2068	Purine catabolism protein PucB
PDIMPFPI_00245	CDS	813				hypothetical protein
PDIMPFPI_00246	CDS	729	pucA	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
PDIMPFPI_00247	CDS	315				hypothetical protein
PDIMPFPI_00248	CDS	813	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
PDIMPFPI_00249	CDS	927	cdaR		COG4856	CdaA regulatory protein CdaR
PDIMPFPI_00250	CDS	1599	dadA	1.4.99.-		D-amino acid dehydrogenase
PDIMPFPI_00251	CDS	1353	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
PDIMPFPI_00252	CDS	1011				hypothetical protein
PDIMPFPI_00253	CDS	1521				hypothetical protein
PDIMPFPI_00254	CDS	1833	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
PDIMPFPI_00255	CDS	987	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
PDIMPFPI_00256	CDS	477				hypothetical protein
PDIMPFPI_00257	CDS	813	glnH_2		COG0834	Glutamine-binding periplasmic protein
PDIMPFPI_00258	CDS	657	glnP_1		COG0765	Glutamine transport system permease protein GlnP
PDIMPFPI_00259	CDS	756	artM		COG1126	Arginine transport ATP-binding protein ArtM
PDIMPFPI_00260	CDS	1272				hypothetical protein
PDIMPFPI_00261	CDS	447				Putative universal stress protein
PDIMPFPI_00262	CDS	291	ziaR			Transcriptional repressor SmtB 
PDIMPFPI_00263	CDS	855				hypothetical protein
PDIMPFPI_00264	CDS	990				hypothetical protein
PDIMPFPI_00265	CDS	789	modA_1		COG0725	Molybdate-binding protein ModA
PDIMPFPI_00266	CDS	669	modB		COG4149	Molybdenum transport system permease protein ModB
PDIMPFPI_00267	CDS	627	fbpC	3.6.3.30		Fe(3+) ions import ATP-binding protein FbpC
PDIMPFPI_00268	CDS	1185				hypothetical protein
PDIMPFPI_00269	CDS	480				hypothetical protein
PDIMPFPI_00270	CDS	834	thiD_1	2.7.1.49		Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
PDIMPFPI_00271	CDS	1518	thiE_1	2.5.1.3		Thiamine-phosphate synthase
PDIMPFPI_00272	CDS	546	rbr		COG1592	Rubrerythrin
PDIMPFPI_00273	CDS	204				hypothetical protein
PDIMPFPI_00274	CDS	1032	selD	2.7.9.3	COG0709	Selenide, water dikinase
PDIMPFPI_00275	CDS	603				hypothetical protein
PDIMPFPI_00276	CDS	258				hypothetical protein
PDIMPFPI_00277	CDS	708	yfkO	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YfkO
PDIMPFPI_00278	CDS	240				hypothetical protein
PDIMPFPI_00279	CDS	237				hypothetical protein
PDIMPFPI_00280	CDS	1107	ychF		COG0012	Ribosome-binding ATPase YchF
PDIMPFPI_00281	CDS	1173	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
PDIMPFPI_00282	CDS	972	ddh	1.4.1.16		Meso-diaminopimelate D-dehydrogenase
PDIMPFPI_00283	CDS	2223	prn		COG3468	Pertactin autotransporter
PDIMPFPI_00284	CDS	1230	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
PDIMPFPI_00285	CDS	1230	bcr_1			Bicyclomycin resistance protein
PDIMPFPI_00286	CDS	285	rpsF		COG0360	30S ribosomal protein S6
PDIMPFPI_00287	CDS	399	ssb		COG0629	Single-stranded DNA-binding protein
PDIMPFPI_00288	CDS	231	rpsR			30S ribosomal protein S18
PDIMPFPI_00289	CDS	864	modA_2		COG0725	Molybdate-binding protein ModA
PDIMPFPI_00290	CDS	807	yccM		COG0348	Putative electron transport protein YccM
PDIMPFPI_00291	CDS	831	nifB	4.-.-.-	COG0535	FeMo cofactor biosynthesis protein NifB
PDIMPFPI_00292	CDS	1158	sufS_1	2.8.1.7	COG0520	Cysteine desulfurase SufS
PDIMPFPI_00293	CDS	1059				hypothetical protein
PDIMPFPI_00294	CDS	249				hypothetical protein
PDIMPFPI_00295	CDS	687				hypothetical protein
PDIMPFPI_00296	CDS	660	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
PDIMPFPI_00297	CDS	1344	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
PDIMPFPI_00298	CDS	1284	uraA		COG2233	Uracil permease
PDIMPFPI_00299	CDS	450	copY			Transcriptional repressor CopY
PDIMPFPI_00300	CDS	1443	mco	1.-.-.-		Multicopper oxidase mco
PDIMPFPI_00301	CDS	2103	copB	3.6.3.54		Copper-exporting P-type ATPase B
PDIMPFPI_00302	CDS	465				hypothetical protein
PDIMPFPI_00303	CDS	957				hypothetical protein
PDIMPFPI_00304	CDS	657				hypothetical protein
PDIMPFPI_00305	CDS	732				hypothetical protein
PDIMPFPI_00306	CDS	939				hypothetical protein
PDIMPFPI_00307	CDS	594				hypothetical protein
PDIMPFPI_00308	CDS	1251	yhhS_1			putative MFS-type transporter YhhS
PDIMPFPI_00309	CDS	1224	pepT	3.4.11.4	COG2195	Peptidase T
PDIMPFPI_00310	CDS	1938				hypothetical protein
PDIMPFPI_00311	CDS	786	glnH_3		COG0834	Glutamine-binding periplasmic protein
PDIMPFPI_00312	CDS	1026	mmuM	2.1.1.10	COG2040	Homocysteine S-methyltransferase
PDIMPFPI_00313	tRNA	91				tRNA-Ser(gga)
PDIMPFPI_00314	CDS	1236	norV_2		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
PDIMPFPI_00315	CDS	3741	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
PDIMPFPI_00316	CDS	906	cynR_2			HTH-type transcriptional regulator CynR
PDIMPFPI_00317	CDS	576	xpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
PDIMPFPI_00318	CDS	447				hypothetical protein
PDIMPFPI_00319	CDS	441				hypothetical protein
PDIMPFPI_00320	CDS	492	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
PDIMPFPI_00321	CDS	729	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
PDIMPFPI_00322	CDS	1419	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
PDIMPFPI_00323	CDS	1062	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
PDIMPFPI_00324	CDS	624	purN	2.1.2.2		Phosphoribosylglycinamide formyltransferase
PDIMPFPI_00325	CDS	1530	purH			Bifunctional purine biosynthesis protein PurH
PDIMPFPI_00326	CDS	1263	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
PDIMPFPI_00327	CDS	1143	pchA	5.4.4.2	COG1169	Salicylate biosynthesis isochorismate synthase
PDIMPFPI_00328	CDS	1890	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
PDIMPFPI_00329	CDS	861	menH	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
PDIMPFPI_00330	CDS	843	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
PDIMPFPI_00331	CDS	1404	menE	6.2.1.26		2-succinylbenzoate--CoA ligase
PDIMPFPI_00332	CDS	1152	menC	4.2.1.113	COG4948	o-succinylbenzoate synthase
PDIMPFPI_00333	CDS	378		3.1.2.-	COG2050	Putative esterase
